|customer_id|full_name               |avg_order            |
|CUS000753  |Samantha Matthews        |13,444,875           |
|CUS000459  |Kenneth Nelson           |14,606,000           |
|CUS000224  |Mary Williams            |11,690,750           |
|CUS000330  |Jennifer Price           |13,952,800           |
|CUS000152  |Elizabeth Jones          |15,528,500           |
|CUS000080  |Michael Allen            |14,816,100           |
|CUS000522  |Jane Kidd                |12,537,500           |
|CUS000887  |Christina Martin         |23,657,333.3333333333|
|CUS000351  |Melinda Ray              |13,224,875           |
|CUS000363  |Nicholas Tucker          |9,379,166.6666666667 |
|CUS000496  |Kyle Wise                |18,110,400           |
|CUS000981  |Albert Henderson         |12,569,875           |
|CUS000093  |Joshua Holmes            |12,087,666.6666666667|
|CUS000162  |Hayley Hayes             |16,973,333.3333333333|
|CUS000766  |Pamela Jones             |24,204,000           |
|CUS000977  |Dr. Tanner Nunez         |8,153,300            |
|CUS000079  |Sarah Williams           |16,715,500           |
|CUS000611  |Jared Nunez              |6,860,900            |
|CUS000480  |William Huang            |9,919,800            |
|CUS000267  |Steven Edwards           |13,346,500           |
|CUS000740  |John Evans               |14,339,750           |
|CUS000427  |Robert Hopkins           |11,659,285.7142857143|
|CUS000240  |Frances House            |3,714,500            |
|CUS000865  |Aaron Howe               |15,089,333.3333333333|
|CUS000552  |Brianna Price            |16,643,333.3333333333|
|CUS000629  |Heather Morales          |8,335,375            |
|CUS000780  |John Dunn                |11,346,071.4285714286|
|CUS000546  |Dylan White              |9,719,166.6666666667 |
|CUS000042  |Sharon Baker             |13,947,642.8571428571|
|CUS000957  |Andrea Smith             |17,781,000           |
|CUS000312  |Anna Brown               |14,236,125           |
|CUS000231  |Bryce Kelly              |7,479,250            |
|CUS000666  |Justin Ramirez           |12,253,062.5         |
|CUS000158  |Adriana Mccoy            |7,862,000            |
|CUS000991  |Thomas Mitchell          |9,283,200            |
|CUS000415  |Jillian Rivera           |11,620,357.1428571429|
|CUS000948  |Andrew Thomas            |6,798,625            |
|CUS000820  |David Ray                |9,984,062.5          |
|CUS000482  |Teresa Harris            |15,019,250           |
|CUS000136  |Mrs. Tammy Flynn         |7,918,250            |
|CUS000521  |Zachary Parker           |14,748,833.3333333333|
|CUS000963  |Heidi Harmon             |15,328,416.6666666667|
|CUS000269  |Miss Heather West        |14,101,750           |
|CUS000990  |Kristen Rose             |6,782,000            |
|CUS000322  |Daniel Hernandez         |13,445,944.4444444444|
|CUS000313  |Christopher Page         |23,803,000           |
|CUS000541  |Larry Keller             |10,299,100           |
|CUS000498  |Julie Marshall           |10,547,583.3333333333|
|CUS000383  |Brett Richardson         |9,848,100            |
|CUS000667  |Mrs. Kimberly Williams MD|7,164,700            |
|CUS000465  |Karen Murray             |11,006,100           |
|CUS000425  |Gregory Harris           |11,780,625           |
|CUS000994  |Cameron Herring          |16,004,000           |
|CUS000869  |Kim Fuller               |10,701,250           |
|CUS000144  |Amanda Smith             |9,321,071.4285714286 |
|CUS000506  |Kimberly Stewart DVM     |11,008,750           |
|CUS000819  |Todd Hart                |12,301,357.1428571429|
|CUS000446  |Stephanie Wright         |9,477,500            |
|CUS000140  |Richard Kim              |17,700,875           |
|CUS000368  |John Brown               |11,678,250           |
|CUS000705  |Jake Medina              |10,037,375           |
|CUS000296  |Jesse Rose               |17,300,000           |
|CUS000318  |Julie Clark              |13,101,000           |
|CUS000082  |William Holland          |12,236,000           |
|CUS000213  |Ashley Russell           |29,129,250           |
|CUS000145  |Nicole Smith             |13,748,187.5         |
|CUS000917  |Jonathan Patel           |13,240,250           |
|CUS000603  |Oscar Kelly              |11,353,000           |
|CUS000217  |Kaylee Jacobs            |21,771,666.6666666667|
|CUS000713  |Ashley Morris            |7,013,000            |
|CUS000275  |Maria Diaz               |10,452,333.3333333333|
|CUS000513  |Dawn Adams               |17,323,500           |
|CUS000697  |Michael Miller           |5,500,000            |
|CUS000114  |Michael Williams         |10,985,083.3333333333|
|CUS000072  |Christina Mitchell       |15,524,666.6666666667|
|CUS000374  |Todd West                |12,292,750           |
|CUS000193  |Jerome Hernandez         |10,632,083.3333333333|
|CUS000461  |Laura Walker             |10,478,625           |
|CUS000095  |Maria Sanchez            |9,060,888.8888888889 |
|CUS000188  |David Cole               |13,025,571.4285714286|
|CUS000139  |Christina Strickland     |8,137,666.6666666667 |
|CUS000614  |Nicole Washington        |13,801,500           |
|CUS000404  |Edwin Giles              |14,488,500           |
|CUS000218  |Darin Dean               |13,382,312.5         |
|CUS000773  |Barbara Keller           |9,947,500            |
|CUS000644  |John Meyer               |20,914,714.2857142857|
|CUS000928  |Melissa Keller           |10,223,000           |
|CUS000341  |Alec Schultz             |12,183,083.3333333333|
|CUS000529  |Arthur Thomas            |8,275,250            |
|CUS000736  |Gordon Rogers            |13,858,384.6153846154|
|CUS000303  |Charles Brown            |15,461,142.8571428571|
|CUS000604  |Nicolas Price            |5,464,833.3333333333 |
|CUS000356  |Andrew Miranda           |6,618,125            |
|CUS000836  |Katherine Gonzalez       |8,392,888.8888888889 |
|CUS000111  |Mark Smith               |6,437,166.6666666667 |
|CUS000298  |Richard May              |14,581,200           |
|CUS000518  |Thomas Norman            |8,445,750            |
|CUS000649  |Sabrina Berry            |20,110,500           |
|CUS000403  |Stefanie Taylor          |14,034,000           |
|CUS000007  |Michelle Brady           |16,776,200           |
|CUS000025  |Joseph Potts             |10,605,928.5714285714|
|CUS000519  |Todd Garrett             |9,330,333.3333333333 |
|CUS000859  |Kristen Miller           |12,479,700           |
|CUS000968  |Theresa Farrell          |12,029,000           |
|CUS000068  |Caleb Ruiz               |15,754,000           |
|CUS000096  |Allen Carter             |7,660,600            |
|CUS000118  |Diana Sosa               |13,786,750           |
|CUS000444  |Dr. Benjamin Sanchez     |11,023,200           |
|CUS000635  |Patrick Franklin         |10,978,100           |
|CUS000618  |Robert Nelson            |9,645,187.5          |
|CUS000010  |Seth Kelly               |18,452,833.3333333333|
|CUS000751  |Carl Roman               |17,495,100           |
|CUS000670  |Sharon Young             |12,808,125           |
|CUS000664  |Natalie Duarte           |10,566,125           |
|CUS000914  |Cynthia Sanchez          |8,319,944.4444444444 |
|CUS000523  |Wesley Turner            |14,971,857.1428571429|
|CUS000036  |Sandra Vargas            |11,256,388.8888888889|
|CUS000121  |Walter Gaines            |12,393,500           |
|CUS000002  |Andrea Bernard           |12,838,111.1111111111|
|CUS000906  |Dr. Heather Smith        |13,438,833.3333333333|
|CUS000011  |Katrina Edwards          |9,508,833.3333333333 |
|CUS000335  |William Robertson        |15,811,666.6666666667|
|CUS000932  |Leah Morrow DDS          |8,196,000            |
|CUS000129  |Elizabeth Baker          |6,035,000            |
|CUS000421  |Linda Martinez           |15,211,666.6666666667|
|CUS000222  |Ian Garcia               |6,680,500            |
|CUS000263  |Kathleen Russell         |14,149,666.6666666667|
|CUS000216  |Lori Salazar             |20,793,666.6666666667|
|CUS000941  |Erik Murphy              |13,716,600           |
|CUS000774  |Judith Cox               |7,403,833.3333333333 |
|CUS000301  |Kimberly Pennington      |6,306,666.6666666667 |
|CUS000837  |Steven Taylor            |13,409,611.1111111111|
|CUS000953  |Michael Santana          |11,822,100           |
|CUS000395  |Thomas Mendez            |8,552,166.6666666667 |
|CUS000202  |Nicholas Wilson          |8,031,900            |
|CUS000443  |Riley Roberts            |19,880,333.3333333333|
|CUS000438  |Rebecca Rosales          |13,503,083.3333333333|
|CUS000632  |Christine Krause         |8,713,100            |
|CUS000051  |Andrea Keller            |10,696,166.6666666667|
|CUS000982  |Joanne Clark             |14,548,000           |
|CUS000944  |Laura Rhodes             |17,039,500           |
|CUS000143  |Shawn Wilson             |7,933,500            |
|CUS000893  |Alexander Tran           |12,089,571.4285714286|
|CUS000209  |Shawn Perez              |6,288,000            |
|CUS000663  |Melissa Dennis           |17,894,000           |
|CUS000441  |Angel Barrera            |10,540,000           |
|CUS000155  |Jared Lewis              |14,119,222.2222222222|
|CUS000394  |Justin Turner            |9,940,875            |
|CUS000360  |Julie Thornton           |10,502,400           |
|CUS000783  |David Wolfe              |17,560,500           |
|CUS000199  |Ashley Arellano          |12,883,375           |
|CUS000028  |Jason Rivera             |12,445,142.8571428571|
|CUS000606  |Valerie Valdez           |17,260,416.6666666667|
|CUS000084  |Jamie Jones              |14,558,642.8571428571|
|CUS000344  |Heidi Yu                 |9,374,500            |
|CUS000712  |April Marsh              |7,057,500            |
|CUS000278  |Brian Harris             |8,346,050            |
|CUS000525  |Megan Wells              |10,546,388.8888888889|
|CUS000396  |Victor Shaffer           |17,187,428.5714285714|
|CUS000867  |Ryan Zhang               |12,424,642.8571428571|
|CUS000701  |Wayne Rodriguez          |6,603,750            |
|CUS000023  |Allison Jensen           |17,355,500           |
|CUS000195  |Amanda Floyd             |11,834,416.6666666667|
|CUS000634  |Amber Rosales            |3,661,000            |
|CUS000163  |Dustin White MD          |8,420,600            |
|CUS000784  |Sara Taylor              |2,319,833.3333333333 |
|CUS000729  |Larry Jackson            |8,148,800            |
|CUS000778  |Brianna Joyce            |9,360,875            |
|CUS000804  |Mrs. Emma Randall        |12,525,500           |
|CUS000379  |Holly Fischer            |9,825,666.6666666667 |
|CUS000248  |Christian Clark          |17,070,166.6666666667|
|CUS000045  |Tonya Wiley              |4,996,250            |
|CUS000577  |Justin Hamilton          |10,692,400           |
|CUS000768  |Emily Wright             |12,317,750           |
|CUS000838  |Nicole Clark             |17,505,888.8888888889|
|CUS000656  |Sara Stafford            |16,877,400           |
|CUS000452  |Megan Kirk               |12,622,500           |
|CUS000782  |Anthony Bush             |14,826,500           |
|CUS000107  |Christine Jones          |11,529,500           |
|CUS000925  |Suzanne Lowery           |12,206,400           |
|CUS000696  |Richard Jacobs           |13,443,928.5714285714|
|CUS000860  |Jamie Hall               |16,520,100           |
|CUS000594  |Jordan Wall              |8,129,333.3333333333 |
|CUS000817  |Keith Cannon             |10,038,750           |
|CUS000683  |Lisa Stevens             |13,108,900           |
|CUS000698  |Katherine Williams PhD   |10,832,083.3333333333|
|CUS000004  |Linda Martin             |14,846,000           |
|CUS000543  |Rita Rodriguez           |15,369,916.6666666667|
|CUS000255  |Rebecca Washington       |10,585,625           |
|CUS000731  |Tyler Phillips           |8,019,200            |
|CUS000380  |Maria West               |13,349,500           |
|CUS000076  |Melissa Howell           |21,962,500           |
|CUS000399  |Dr. Alex Grant           |15,214,071.4285714286|
|CUS000608  |Megan Kim                |12,871,000           |
|CUS000822  |Andrew Haynes            |10,985,062.5         |
|CUS000580  |Elizabeth Payne          |6,680,416.6666666667 |
|CUS000583  |Frank Stephens           |16,185,642.8571428571|
|CUS000412  |Nicholas Castillo        |7,423,000            |
|CUS000475  |Carla Lee                |20,513,000           |
|CUS000702  |David Mason              |9,095,333.3333333333 |
|CUS000824  |Margaret Dyer            |6,443,666.6666666667 |
|CUS000637  |Wendy Bridges            |12,444,625           |
|CUS000533  |Stephanie Figueroa       |14,237,375           |
|CUS000151  |Danny Snyder             |10,241,642.8571428571|
|CUS000243  |Jeffery Miles            |6,184,500            |
|CUS000411  |Steven Clements          |12,478,214.2857142857|
|CUS000921  |Ryan Rasmussen           |7,500,250            |
|CUS000005  |Justin Frey              |17,246,833.3333333333|
|CUS000628  |Kelly Lambert            |11,693,500           |
|CUS000915  |Corey King               |11,857,166.6666666667|
|CUS000549  |Kenneth King MD          |8,156,333.3333333333 |
|CUS000800  |Allison Schultz          |17,666,166.6666666667|
|CUS000586  |John Allen               |10,216,500           |
|CUS000317  |James Hunter             |11,403,416.6666666667|
|CUS000830  |Sandra Zavala            |19,160,000           |
|CUS000802  |Megan Farrell            |7,590,625            |
|CUS000182  |William Harris           |8,775,666.6666666667 |
|CUS000215  |Stacey Carpenter         |6,162,833.3333333333 |
|CUS000453  |Kelly Salazar            |14,041,300           |
|CUS000794  |Tyler Decker DDS         |13,006,333.3333333333|
|CUS000112  |Jill Barr                |12,281,500           |
|CUS000450  |Lacey Knight             |10,899,166.6666666667|
|CUS000555  |Susan Robinson           |12,656,000           |
|CUS000875  |Catherine Long           |6,292,400            |
|CUS000904  |Meredith Aguilar         |15,085,000           |
|CUS000104  |Jacob Aguirre            |15,654,375           |
|CUS000685  |Andrew Cross             |9,435,000            |
|CUS000429  |John Edwards             |7,985,450            |
|CUS000238  |Michael Doyle            |10,919,875           |
|CUS000762  |Brenda Matthews          |14,585,500           |
|CUS000207  |Jennifer Hayes           |12,340,666.6666666667|
|CUS000700  |Rachael Stevens          |10,035,800           |
|CUS000189  |Keith Wagner             |11,509,388.8888888889|
|CUS000814  |Alyssa Castro            |16,029,083.3333333333|
|CUS000681  |Jessica Johnson          |12,101,800           |
|CUS000835  |Angela Doyle             |14,181,875           |
|CUS000655  |Richard Thompson         |19,019,700           |
|CUS000117  |Mary Pennington          |8,371,500            |
|CUS000907  |Diana Lane               |10,503,750           |
|CUS000576  |Sarah Davis              |10,458,416.6666666667|
|CUS000899  |Nancy Jones              |6,064,000            |
|CUS000228  |Brian Hunt               |17,251,333.3333333333|
|CUS000385  |Adam Ruiz                |11,335,000           |
|CUS000626  |Ian Miller               |6,356,400            |
|CUS000514  |John Hart                |11,093,250           |
|CUS000369  |Angela Martinez          |13,970,833.3333333333|
|CUS000268  |Evan Newman              |15,552,000           |
|CUS000014  |James Miller             |11,369,500           |
|CUS000790  |Eric Lee                 |10,459,000           |
|CUS000509  |Dorothy Campbell         |15,031,800           |
|CUS000214  |David Gibson             |10,597,125           |
|CUS000725  |Laura Nelson             |8,037,000            |
|CUS000342  |Emily Downs              |16,668,125           |
|CUS000116  |Evan Martinez            |14,627,200           |
|CUS000293  |Rachel Hardin            |11,799,666.6666666667|
|CUS000417  |Jacob Hall               |12,061,000           |
|CUS000791  |Rebekah Chan PhD         |7,784,400            |
|CUS000995  |Anthony Buck             |11,353,666.6666666667|
|CUS000765  |Dustin Hurst             |12,935,200           |
|CUS000743  |Jessica Little           |12,350,055.5555555556|
|CUS000846  |Melinda Koch             |18,852,500           |
|CUS000159  |Victoria Guzman          |9,582,142.8571428571 |
|CUS000951  |Christina Nguyen         |11,136,700           |
|CUS000308  |Matthew Miller           |15,993,000           |
|CUS000511  |Megan Burnett            |5,973,166.6666666667 |
|CUS000910  |Kevin Peck               |10,744,000           |
|CUS000737  |Jessica Bell             |13,759,583.3333333333|
|CUS000134  |Sarah King               |15,880,857.1428571429|
|CUS000323  |Mary Hernandez           |17,443,700           |
|CUS000101  |Thomas Pope MD           |10,506,000           |
|CUS000945  |Russell Mccoy            |11,481,350           |
|CUS000154  |April Jones              |16,146,333.3333333333|
|CUS000410  |Jessica Burns            |12,057,625           |
|CUS000408  |Kristen Smith            |8,769,590.9090909091 |
|CUS000873  |Casey Mcpherson          |14,945,875           |
|CUS000805  |Jennifer Henderson       |13,692,250           |
|CUS000530  |Virginia Norman          |6,925,000            |
|CUS000148  |Jordan Thomas            |14,044,700           |
|CUS000119  |Travis Vazquez           |11,560,277.7777777778|
|CUS000660  |Patricia Campos PhD      |11,854,500           |
|CUS000978  |Caleb Walker             |9,272,714.2857142857 |
|CUS000127  |Nathaniel Roth           |13,183,750           |
|CUS000388  |Tammy Brown              |11,322,222.2222222222|
|CUS000803  |Rita Walker              |4,678,357.1428571429 |
|CUS000053  |Julie Carson             |10,788,625           |
|CUS000536  |Michael Maddox           |6,575,000            |
|CUS000503  |Jason Warren             |19,696,785.7142857143|
|CUS000384  |Amber Merritt            |11,662,571.4285714286|
|CUS000554  |Mrs. Karen Montgomery    |14,354,375           |
|CUS000654  |Jessica Thompson         |8,361,500            |
|CUS000187  |Chelsea Snyder           |18,678,416.6666666667|
|CUS000993  |Joel Barrett             |13,067,214.2857142857|
|CUS000694  |Veronica Pena            |3,723,000            |
|CUS000857  |Megan Dominguez          |18,240,500           |
|CUS000818  |Elizabeth Cox            |9,180,400            |
|CUS000665  |Robert Clayton           |5,106,500            |
|CUS000845  |Gary Montgomery          |8,182,500            |
|CUS000030  |Patricia Lopez           |12,640,714.2857142857|
